1 2 3 4
1666 19 3 10
1667 19 4 0
1668 4 9 6
1669 2 1 5
1670 14 1 4
1671 15 1 4
1672 2 5 9
1673 13 2 2
1674 10 10 9
1675 12 4 4
1676 14 10 9
1677 20 8 1
1678 14 8 8
1679 7 1 9
1680 4 8 10
1681 3 4 10
1682 6 9 10
1683 8 10 9
1684 8 5 2
1685 10 9 8
1686 14 7 7
1687 17 9 8
1688 2 8 5
1689 14 1 1
1690 14 10 8
1691 20 9 6
1692 19 8 5
1693 4 7 9
1694 5 0 10
1695 14 4 9
1696 9 4 4
1697 15 3 2
1698 19 4 0
1699 17 7 3
1700 20 4 0
1701 15 5 1
1702 7 7 9
1703 18 8 10
1704 17 8 0
1705 12 9 4
1706 13 6 7
1707 0 6 3
1708 11 8 2
1709 9 9 7
1710 16 8 7
1711 1 8 1
1712 11 2 3
1713 7 1 4
1714 5 1 2
1715 12 9 10
1716 3 1 4
1717 18 0 6
1718 6 3 10
1719 11 6 7
1720 6 6 5
1721 6 7 2
1722 16 1 0
1723 10 9 3
1724 18 3 7
1725 6 7 5
1726 15 7 5
1727 10 1 4
1728 15 4 4
1729 13 0 8
1730 3 0 0
1731 19 10 1
1732 6 0 10
1733 1 1 5
1734 18 6 1
1735 17 5 7
1736 6 0 3
1737 16 2 2
1738 12 0 10
1739 10 8 1
1740 13 9 1
1741 11 6 4
1742 20 0 1
1743 11 5 1
1744 11 5 9
1745 13 2 4
1746 10 3 4
1747 4 2 1
1748 20 6 5
1749 3 10 4
1750 15 1 8
1751 0 1 9
1752 6 6 0
1753 17 3 4
1754 20 6 10
1755 15 2 2
1756 20 8 1
1757 2 7 2
1758 10 5 0
1759 9 10 10
1760 3 0 9
1761 19 4 1
1762 3 0 5
1763 13 5 8
1764 5 10 3
1765 13 7 10
1766 16 0 9
1767 14 6 3
1768 18 2 7
1769 2 6 1
1770 4 5 6
1771 6 6 5
1772 0 4 10
1773 15 3 10
1774 6 8 7
1775 15 5 5
1776 9 9 9
1777 16 5 0
1778 20 9 6
1779 0 6 8
1780 18 1 2
1781 18 9 4
1782 13 5 8
1783 6 10 10
1784 11 1 5
1785 14 4 7
1786 13 9 3
1787 20 3 8
1788 1 8 8
1789 2 6 10
1790 6 7 0
1791 5 6 6
1792 5 3 9
1793 19 0 2
1794 11 3 1
1795 13 0 9
1796 1 0 3
1797 1 3 4
1798 13 4 3
1799 8 8 3
1800 12 3 6
1801 8 2 6
1802 17 0 3
1803 4 8 7
1804 13 10 10
1805 4 4 2
1806 5 9 0
1807 1 0 2
1808 8 1 3
1809 11 5 10
1810 8 2 0
1811 12 0 2
1812 0 6 3
1813 9 10 9
1814 14 10 2
1815 19 7 5
1816 4 9 8
1817 7 1 10
1818 19 7 2
1819 8 3 7
1820 17 8 6
1821 14 1 9
1822 14 9 0
1823 8 5 6
1824 1 9 5
1825 8 7 0
1826 6 5 1
1827 17 0 7
1828 1 8 6
1829 3 3 2
1830 14 6 1
1831 19 9 5
1832 5 6 6
1833 20 10 2
1834 2 1 0
1835 10 7 7
1836 1 6 2
1837 0 8 8
1838 9 3 7
1839 15 9 0
1840 15 7 4
1841 16 7 8
1842 18 3 7
1843 17 0 3
1844 4 0 6
1845 19 9 10
1846 12 10 6
1847 13 4 9
1848 13 3 10
1849 0 0 8
1850 10 7 9
1851 1 0 3
1852 19 8 6
1853 3 0 9
1854 17 4 6
1855 18 10 9
1856 0 1 2
1857 19 9 2
1858 12 5 0
1859 3 8 1
1860 14 2 10
1861 12 1 7
1862 9 3 3
1863 11 2 6
1864 1 0 6
1865 17 9 2
1866 9 5 3
1867 2 0 1
1868 15 10 10
1869 20 5 4
1870 17 9 0
1871 4 3 2
1872 15 0 1
1873 0 0 1
1874 17 9 3
1875 20 10 9
1876 15 4 8
1877 10 5 9
1878 1 1 0
1879 14 5 5
1880 3 1 9
1881 2 8 7
1882 9 0 1
1883 4 9 2
1884 16 10 8
1885 19 7 3
1886 6 3 1
1887 3 4 7
1888 12 0 10
1889 14 2 10
1890 16 9 7
1891 1 4 3
1892 20 5 7
1893 6 7 9
1894 6 9 0
1895 17 9 7
1896 11 8 2
1897 18 3 5
1898 13 6 2
1899 3 8 8
1900 13 5 10
1901 11 9 1
1902 1 9 10
1903 6 9 2
1904 20 6 4
1905 18 10 10
1906 18 7 9
1907 10 7 2
1908 15 2 3
1909 4 1 8
1910 0 10 8
1911 7 3 1
1912 10 3 8
1913 16 3 9
1914 18 1 1
1915 1 6 0
1916 1 6 4
1917 3 4 1
1918 9 6 1
1919 20 0 9
1920 5 6 6
1921 4 10 2
1922 5 2 10
1923 5 7 9
1924 13 5 9
1925 11 10 3
1926 16 10 10
1927 19 0 4
1928 2 3 10
1929 0 6 3
1930 4 3 7
1931 18 6 3
1932 10 9 6
1933 9 7 9
1934 16 4 1
1935 11 1 0
1936 3 8 9
1937 0 6 5
1938 9 10 10
1939 9 6 6
1940 17 3 9
1941 8 5 10
1942 1 10 8
1943 16 6 4
1944 16 8 1
1945 8 3 9
1946 9 1 9
1947 11 10 1
1948 18 7 6
1949 16 5 1
1950 14 2 9
1951 6 1 4
1952 14 8 0
1953 6 4 1
1954 7 3 1
1955 15 4 0
1956 5 5 1
1957 20 5 5
1958 16 4 2
1959 9 9 6
1960 2 0 10
1961 20 3 5
1962 7 5 0
1963 8 4 7
1964 15 6 2
1965 7 1 2
1966 3 4 6
1967 17 10 10
1968 4 6 1
1969 6 2 5
1970 1 8 8
1971 14 6 7
1972 18 8 4
1973 13 8 6
1974 5 1 1
1975 19 7 7
1976 14 0 6
1977 6 7 5
1978 14 1 5
1979 13 6 2
1980 12 3 1
1981 14 6 1
1982 15 4 6
1983 5 5 1
1984 20 8 1
1985 11 10 5
1986 19 0 0
1987 1 5 1
1988 9 2 10
1989 14 7 6
1990 3 2 1
1991 2 0 0
1992 17 5 5
1993 6 3 0
1994 15 2 0
1995 9 7 9
1996 11 6 9
1997 19 3 6
1998 15 6 4
1999 11 1 1
2000 19 10 7
2001 3 9 9
2002 19 2 10
2003 1 6 0
2004 20 4 3
2005 13 4 8
2006 17 0 9
2007 11 0 7
2008 12 10 10
2009 6 5 8
2010 2 10 7
2011 10 5 8
2012 13 2 8
2013 4 2 1
2014 17 0 2
2015 7 8 10
2016 11 9 2
2017 6 5 8
2018 0 6 8
2019 5 2 6
2020 17 9 9
2021 13 10 2
2022 1 0 1
2023 8 5 6
2024 4 6 6
2025 8 5 9
2026 18 9 4
2027 11 4 3
2028 17 8 6
2029 7 6 2
2030 3 2 7
2031 5 9 8
2032 3 3 7
2033 8 8 9
2034 19 3 2
2035 18 0 3
2036 2 5 4
2037 2 0 0
2038 6 4 3
2039 13 7 7
2040 9 7 4
2041 19 5 3
2042 0 7 2
2043 9 5 5
2044 9 3 2
2045 5 4 2
2046 13 2 0
2047 5 2 4
2048 6 0 7
2049 7 4 0
2050 4 8 6
2051 5 2 4
2052 9 7 4
2053 3 2 8
2054 3 10 8
2055 18 4 4
2056 5 0 7
2057 11 2 2
2058 16 7 9
2059 12 7 6
2060 4 5 4
2061 20 1 10
2062 10 8 9
2063 3 8 8
2064 6 4 4
2065 13 6 9
2066 19 4 10
2067 3 5 5
2068 10 6 0
2069 20 1 5
2070 10 10 4
2071 19 2 10
2072 10 7 4
2073 6 2 0
2074 16 0 9
2075 5 1 4
2076 14 0 5
2077 18 1 1
2078 15 6 8
2079 20 10 10
2080 4 4 1
2081 14 2 4
2082 2 5 2
2083 17 10 2
2084 1 0 4
2085 13 6 9
2086 7 10 3
2087 11 7 7
2088 8 10 10
2089 0 9 1
2090 16 4 10
2091 11 10 2
2092 16 6 4
2093 11 4 1
2094 18 3 9
2095 11 0 4
2096 17 2 6
2097 12 4 10
2098 18 6 0
2099 4 5 4
2100 18 2 7
2101 2 4 6
2102 20 1 4
2103 1 1 1
2104 8 10 4
2105 16 4 0
2106 15 1 10
2107 1 1 2
2108 5 3 3
2109 2 9 10
2110 17 3 9
2111 16 9 3
2112 18 8 8
2113 13 6 3
2114 1 3 6
2115 12 9 2
2116 4 0 2
2117 3 8 8
2118 15 6 8
2119 8 6 3
2120 13 9 10
2121 19 7 3
2122 13 7 6
2123 2 1 1
2124 2 7 3
2125 4 2 0
2126 12 10 8
2127 20 4 2
2128 13 9 7
2129 9 8 4
2130 5 0 10
2131 8 3 1
2132 12 4 4
2133 3 0 1
2134 8 8 3
2135 20 1 6
2136 10 9 2
2137 14 10 2
2138 19 8 10
2139 0 4 2
2140 12 10 8
2141 4 3 6
2142 9 0 0
2143 12 3 2
2144 12 2 8
2145 0 2 6
2146 11 2 3
2147 9 6 2
2148 16 5 4
2149 8 6 8
2150 10 1 10
2151 1 7 2
2152 16 8 1
2153 3 4 1
2154 12 10 1
2155 3 10 4
2156 11 7 8
2157 18 6 3
2158 20 2 10
2159 13 6 6
2160 15 9 7
2161 15 9 2
2162 10 3 8
2163 2 9 5
2164 2 3 1
2165 16 9 9
2166 7 9 1
2167 9 4 0
2168 5 5 5
2169 12 0 3
2170 5 10 7
2171 9 9 9
2172 8 5 3
2173 20 3 6
2174 6 6 6
2175 20 7 3
2176 7 3 8
2177 19 8 10
2178 18 6 3
2179 3 1 1
2180 20 9 0
2181 15 3 2
2182 16 0 9
2183 8 10 6
2184 10 4 1
2185 0 2 8
2186 1 2 0
2187 6 3 1
2188 12 2 3
2189 4 0 9
2190 4 7 0
2191 3 8 6
2192 0 9 0
2193 15 3 6
2194 6 3 4
2195 7 8 7
2196 10 7 6
2197 11 3 7
2198 5 8 8
2199 4 0 10
2200 0 4 10
2201 7 1 4
2202 18 3 3
2203 8 8 10
2204 14 8 5
2205 0 8 4
2206 15 7 9
2207 3 2 10
2208 13 8 0
2209 12 7 9
2210 7 3 8
2211 1 10 1
2212 0 2 6
2213 6 6 9
2214 12 7 4
2215 4 4 7
2216 0 7 3
2217 20 8 4
2218 3 0 6
2219 15 6 4
2220 15 3 10
2221 15 2 5
2222 0 7 1
2223 17 1 1
2224 13 7 10
2225 18 4 7
2226 13 4 10
2227 6 10 7
2228 15 9 5
2229 10 4 2
2230 0 4 2
2231 0 7 8
2232 18 3 5
2233 9 1 7
2234 9 1 1
2235 16 10 9
2236 10 1 3
2237 15 3 8
2238 10 8 10
2239 4 1 6
2240 16 9 9
2241 5 7 8
2242 20 8 0
2243 6 4 3
2244 16 4 7
2245 14 0 0
2246 5 6 7
2247 2 1 3
2248 6 4 9
2249 2 10 10
2250 7 9 8
2251 0 7 4
2252 10 2 7
2253 6 10 0
2254 10 7 10
2255 18 7 1
2256 12 9 7
2257 6 6 3
2258 0 7 8
2259 20 1 5
2260 0 7 7
2261 15 7 3
2262 1 3 2
2263 13 4 9
2264 20 8 5
2265 1 1 7
2266 12 4 10
2267 11 4 2
2268 13 2 0
2269 19 3 0
2270 7 1 8
2271 7 7 3
2272 17 6 7
2273 16 4 9
2274 4 9 5
2275 9 10 6
2276 6 4 7
2277 11 5 5
2278 17 0 5
2279 7 0 6
2280 19 8 6
2281 19 8 3
2282 13 10 1
2283 15 9 9
2284 20 4 6
2285 10 5 0
2286 11 4 9
2287 7 9 5
2288 15 1 9
2289 2 9 8
2290 14 10 1
2291 7 9 8
2292 15 7 8
2293 13 9 6
2294 2 2 9
2295 19 5 0
2296 13 0 8
2297 8 10 5
2298 5 1 8
2299 19 8 10
2300 14 5 2
2301 20 5 5
2302 19 7 9
2303 19 10 4
2304 2 0 6
2305 1 2 1
2306 19 0 4
2307 9 3 4
2308 18 4 0
2309 7 5 6
2310 7 9 9
2311 14 9 10
2312 1 2 0
2313 17 10 1
2314 0 8 6
2315 20 3 1
2316 11 7 1
2317 5 8 8
2318 12 5 4
2319 1 2 9
2320 9 4 2
2321 12 9 8
2322 11 10 4
2323 8 4 5
2324 0 1 3
2325 17 10 6
2326 7 8 2
2327 18 4 0
2328 4 5 0
2329 4 6 10
2330 4 9 9
2331 7 5 3
2332 8 5 9
2333 18 3 2
2334 9 9 1
2335 10 1 10
2336 15 9 2
2337 12 2 9
2338 12 2 2
2339 7 3 8
2340 9 10 5
2341 16 1 1
2342 16 5 1
2343 11 8 1
2344 3 3 6
2345 18 9 9
2346 10 0 10
2347 5 10 10
2348 13 0 3
2349 6 8 2
2350 6 3 10
2351 8 1 5
2352 5 10 10
2353 20 3 3
2354 12 10 1
2355 17 3 10
2356 1 0 0
2357 20 6 9
2358 6 8 7
2359 14 3 8
2360 17 8 9
2361 13 6 2
2362 17 10 5
2363 6 10 0
2364 19 10 3
2365 5 2 8
2366 5 0 9
2367 16 4 4
2368 3 10 3
2369 4 7 10
2370 9 4 7
2371 6 1 0
2372 10 10 3
2373 16 8 6
2374 20 1 10
2375 0 8 2
2376 8 3 5
2377 9 9 4
2378 2 1 2
2379 7 3 4
2380 9 7 4
2381 5 10 0
2382 14 4 0
2383 4 3 5
2384 16 9 10
2385 4 6 10
2386 10 2 8
2387 0 0 10
2388 13 8 8
2389 5 5 3
2390 12 2 4
2391 2 4 6
2392 6 6 4
2393 2 4 7
2394 7 9 2
2395 13 0 10
2396 4 8 3
2397 18 2 3
2398 13 10 4
2399 16 9 6
2400 7 0 3
2401 18 8 4
2402 3 0 6
2403 13 3 8
2404 14 3 4
2405 7 10 9
2406 14 10 10
2407 12 9 5
2408 8 8 1
2409 18 10 3
2410 7 4 4
2411 11 4 10
2412 8 10 0
2413 0 3 9
2414 15 7 3
2415 1 0 1
2416 16 5 0
2417 15 0 5
2418 20 8 10
2419 8 7 0
2420 16 1 1
2421 9 0 8
2422 17 7 0
2423 8 10 6
2424 15 10 2
2425 6 8 1
2426 4 6 8
2427 20 4 9
2428 1 8 9
2429 17 4 0
2430 11 3 2
2431 1 7 1
2432 11 1 3
2433 11 2 8
2434 10 2 0
2435 5 10 2
2436 12 3 5
2437 2 3 4
2438 19 3 2
2439 16 6 10
2440 3 9 2
2441 20 2 2
2442 15 1 7
2443 9 3 3
2444 10 2 2
2445 18 2 5
2446 5 6 2
2447 7 5 2
2448 14 4 3
2449 19 9 1
2450 12 9 10
2451 14 5 5
2452 19 10 1
2453 13 0 5
2454 16 7 8
2455 12 7 5
2456 12 8 3
2457 9 9 1
2458 4 4 3
2459 16 1 9
2460 20 3 5
2461 12 5 3
2462 16 8 2
2463 17 3 9
2464 19 9 1
2465 19 4 4
2466 3 6 0
2467 5 5 8
2468 15 6 0
2469 11 7 1
2470 6 2 10
2471 0 10 3
2472 6 7 4
2473 7 10 0
2474 14 4 0
2475 20 4 8
2476 6 9 8
2477 13 9 8
2478 9 6 5
2479 11 6 5
2480 9 10 3
2481 16 8 7
2482 11 0 9
2483 15 3 2
2484 8 10 9
2485 20 9 7
2486 12 9 7
2487 2 10 4
2488 12 0 0
2489 11 2 7
2490 3 7 2
2491 11 1 1
2492 0 4 3
2493 19 7 5
2494 17 6 10
2495 14 7 1
2496 11 0 5
2497 11 6 6
2498 19 4 6
2499 6 8 7
2500 1 6 2
2501 4 9 4
2502 10 3 6
2503 12 1 8
2504 14 3 0
2505 9 8 4
2506 6 3 2
2507 11 9 5
2508 4 1 10
2509 14 10 8
2510 20 0 6
2511 14 3 8
2512 2 9 10
2513 7 9 4
2514 16 9 4
2515 2 7 9
2516 16 5 2
2517 18 0 5
2518 15 10 4
2519 20 0 2
2520 3 4 2
2521 18 7 7
2522 15 9 9
2523 11 0 8
2524 7 0 10
2525 19 9 7
2526 3 6 9
2527 0 7 9
2528 20 2 1
2529 6 1 10
2530 15 3 4
2531 18 8 3
2532 18 3 8
2533 19 6 6
2534 17 2 1
2535 17 1 3
2536 20 4 2
2537 9 1 2
2538 20 7 5
2539 6 3 8
2540 17 10 7
2541 2 0 0
2542 11 10 0
2543 9 8 8
2544 10 10 0
2545 13 9 2
2546 4 2 5
2547 2 1 10
2548 3 2 3
2549 13 3 3
2550 16 5 7
2551 17 7 6
2552 0 3 6
2553 8 7 1
2554 4 10 1
2555 9 3 3
2556 15 3 4
2557 12 9 2
2558 16 8 5
2559 5 3 4
2560 5 7 5
2561 1 2 10
2562 19 0 3
2563 19 3 5
2564 9 9 10
2565 10 9 4
2566 6 6 0
2567 2 4 10
2568 4 0 1
2569 3 9 4
2570 11 4 2
2571 19 1 10
2572 13 4 2
2573 0 0 4
2574 15 2 10
2575 6 3 4
2576 2 8 1
2577 10 8 1
2578 15 1 7
2579 0 10 3
2580 14 1 8
2581 18 7 7
2582 11 2 4
2583 20 5 2
2584 4 10 9
2585 20 10 5
2586 8 6 0
2587 13 4 10
2588 9 1 0
2589 13 7 7
2590 18 9 9
2591 19 4 7
2592 4 4 7
2593 7 10 1
2594 16 5 1
2595 2 0 7
2596 5 9 1
2597 15 3 7
2598 8 2 10
2599 16 8 2
2600 20 6 3
2601 10 0 7
2602 9 0 8
2603 0 2 6
2604 9 10 8
2605 11 10 10
2606 13 1 1
2607 1 5 2
2608 7 3 4
2609 10 7 1
2610 5 1 1
2611 15 7 8
2612 16 7 2
2613 13 8 7
2614 11 10 0
2615 7 8 3
2616 14 4 1
2617 18 3 0
2618 7 6 0
2619 11 0 0
2620 0 9 6
2621 8 3 3
2622 7 6 2
2623 16 6 2
2624 3 4 7
2625 1 8 1
2626 15 7 8
2627 13 9 0
2628 3 5 4
2629 5 1 0
2630 8 5 3
2631 10 1 3
2632 6 10 5
2633 13 7 6
2634 13 4 9
2635 6 2 4
2636 9 7 7
2637 4 0 5
2638 17 1 10
2639 4 5 6
2640 14 9 10
2641 17 9 7
2642 13 9 9
2643 4 1 1
2644 16 2 0
2645 14 2 0
2646 2 2 10
2647 8 3 3
2648 11 5 8
2649 14 7 10
2650 6 6 4
2651 14 2 4
2652 19 8 6
2653 19 0 4
2654 19 8 4
2655 20 4 1
2656 4 4 7
2657 7 1 10
2658 11 8 10
2659 0 5 0
2660 11 5 1
2661 4 3 0
2662 3 4 4
2663 6 2 7
2664 17 1 8
2665 5 0 6
2666 7 4 2
2667 13 4 6
2668 4 5 10
2669 16 4 2
2670 7 6 1
2671 6 10 2
2672 12 4 7
2673 3 6 6
2674 10 2 4
2675 8 5 8
2676 12 0 8
2677 16 8 1
2678 20 5 6
2679 9 9 6
2680 2 7 2
2681 3 6 4
2682 14 2 3
2683 2 8 0
2684 15 8 1
2685 19 2 6
2686 18 1 7
2687 5 1 7
2688 19 2 8
2689 13 5 6
2690 8 5 2
2691 12 8 0
2692 9 8 7
2693 9 3 1
2694 4 5 2
2695 14 5 7
2696 4 5 10
2697 9 6 6
2698 7 10 6
2699 13 1 1
2700 7 9 9
2701 12 2 9
2702 5 2 0
2703 3 8 9
2704 14 5 6
2705 0 4 2
2706 10 0 2
2707 7 2 5
2708 1 10 7
2709 5 0 2
2710 7 10 5
2711 4 0 5
2712 3 3 9
2713 10 0 3
2714 18 6 3
2715 18 10 2
2716 17 2 1
2717 19 8 9
2718 2 5 4
2719 18 10 1
2720 15 6 8
2721 11 4 4
2722 18 5 0
2723 11 1 2
2724 17 9 4
2725 20 3 6
2726 9 3 3
2727 17 7 9
2728 14 10 0
2729 3 7 8
2730 19 2 3
2731 10 9 8
2732 6 10 3
2733 8 3 5
2734 9 8 4
2735 0 8 7
2736 13 9 2
2737 4 7 8
2738 12 2 7
2739 14 4 9
2740 15 6 10
2741 0 7 7
2742 2 7 10
2743 16 5 0
2744 13 3 6
2745 7 10 5
2746 0 4 8
2747 17 4 8
2748 3 10 8
2749 4 5 5
2750 3 2 8
2751 1 10 5
2752 0 6 9
2753 7 9 9
2754 13 4 4
2755 10 8 8
2756 7 3 1
2757 3 4 2
2758 0 3 10
2759 5 8 9
2760 12 7 7
2761 5 9 2
2762 19 4 1
2763 16 0 9
2764 11 9 9
2765 0 9 1
2766 12 1 8
2767 20 3 2
2768 14 3 9
2769 17 3 5
2770 4 9 2
2771 4 2 3
2772 5 7 4
2773 11 7 10
2774 5 6 9
2775 6 3 5
2776 18 5 10
2777 16 4 9
2778 17 9 0
2779 10 4 6
2780 6 3 6
2781 14 3 3
2782 0 10 7
2783 19 8 3
2784 9 2 4
2785 5 8 3
2786 8 4 9
2787 4 3 10
2788 1 0 1
2789 19 10 4
2790 9 2 4
2791 6 3 7
2792 12 9 6
2793 15 2 3
2794 0 10 7
2795 9 10 6
2796 20 7 7
2797 3 6 7
2798 0 1 2
2799 15 10 3
2800 14 0 4
2801 0 5 9
2802 13 4 5
2803 19 7 1
2804 11 1 6
2805 16 1 8
2806 9 7 6
2807 10 1 9
2808 19 1 9
2809 13 6 7
2810 6 1 8
2811 14 8 8
2812 0 4 1
2813 12 6 5
2814 0 1 1
2815 11 8 10
2816 17 5 8
2817 12 0 4
2818 20 5 5
2819 8 5 1
2820 7 3 8
2821 15 6 2
2822 12 0 0
2823 7 3 0
2824 13 0 2
2825 7 2 4
2826 15 5 7
2827 1 8 5
2828 11 9 10
2829 0 3 3
2830 5 4 9
2831 15 6 7
2832 6 5 5
2833 19 4 6
2834 3 8 3
2835 10 10 1
2836 2 7 3
2837 12 10 2
2838 1 0 0
2839 19 4 4
2840 19 0 3
2841 3 10 9
2842 6 1 2
2843 18 2 8
2844 20 10 6
2845 14 10 6
2846 12 1 1
2847 12 5 8
2848 18 2 3
2849 3 1 8
2850 20 7 3
2851 13 9 6
2852 12 4 4
2853 16 9 3
2854 15 0 2
2855 15 3 10
2856 9 5 2
2857 1 10 1
2858 16 1 3
2859 16 2 4
2860 17 10 4
2861 13 9 4
2862 13 3 0
2863 7 2 5
2864 8 9 0
2865 17 2 0
2866 3 2 10
2867 0 4 4
2868 16 3 6
2869 0 5 0
2870 13 1 2
2871 14 2 2
2872 18 7 3
2873 11 1 2
2874 19 1 7
2875 15 3 6
2876 4 1 9
2877 13 3 9
2878 20 7 3
2879 2 0 9
2880 20 4 9
2881 0 1 0
2882 16 10 8
2883 16 8 0
2884 9 10 8
2885 8 4 2
2886 15 1 1
2887 20 4 2
2888 15 3 6
2889 16 1 2
2890 3 8 8
2891 1 1 0
2892 3 4 8
2893 7 9 2
2894 4 0 3
2895 13 5 10
2896 7 1 1
2897 10 3 1
2898 9 9 10
2899 11 8 5
2900 11 10 9
2901 19 7 0
2902 7 7 3
2903 1 7 4
2904 11 6 10
2905 1 3 8
2906 18 5 4
2907 7 8 4
2908 1 10 2
2909 2 1 3
2910 8 9 1
2911 12 7 7
2912 1 4 8
2913 6 10 6
2914 15 6 5
2915 1 0 1
2916 2 0 6
2917 8 5 4
2918 20 0 3
2919 5 0 4
2920 16 5 4
2921 15 8 8
2922 3 0 7
2923 19 3 2
2924 15 5 1
2925 13 2 4
2926 3 6 1
2927 15 8 10
2928 15 8 10
2929 12 1 9
2930 20 7 3
2931 7 5 0
2932 7 0 10
2933 15 10 0
2934 2 5 4
2935 11 3 10
2936 5 3 1
2937 4 1 1
2938 16 1 4
2939 12 2 3
2940 7 9 3
2941 5 9 6
2942 8 1 6
2943 9 9 1
2944 15 5 10
2945 13 5 9
2946 2 5 4
2947 19 6 4
2948 6 3 8
2949 11 6 4
2950 8 9 5
2951 15 0 9
2952 0 8 2
2953 16 3 10
2954 3 0 3
2955 18 8 0
2956 18 6 5
2957 10 0 1
2958 2 7 10
2959 11 4 0
2960 12 2 3
2961 14 6 8
2962 3 2 1
2963 13 10 9
2964 9 4 8
2965 7 4 7
2966 17 7 5
2967 13 5 1
2968 10 6 4
2969 9 6 5
2970 15 10 0
2971 0 8 5
2972 17 0 3
2973 2 6 2
2974 15 2 9
2975 2 4 6
2976 3 10 8
2977 15 8 10
2978 1 5 8
2979 15 6 10
2980 5 5 7
2981 12 10 10
2982 6 7 0
2983 2 4 8
2984 6 7 9
2985 6 4 9
2986 17 8 10
2987 7 3 3
2988 3 8 10
2989 18 2 3
2990 11 6 6
2991 4 6 8
2992 10 4 2
2993 5 10 1
2994 20 9 3
2995 15 0 1
2996 17 6 2
2997 18 7 3
2998 1 6 7
2999 11 0 6
3000 12 2 3
3001 16 6 9
3002 3 6 6
3003 7 3 7
3004 12 0 0
3005 20 8 4
3006 16 6 0
3007 17 1 2
3008 12 7 1
3009 9 5 2
3010 8 9 4
3011 9 8 6
3012 17 4 1
3013 18 0 9
3014 14 10 1
3015 2 3 0
3016 13 5 2
3017 11 2 9
3018 9 2 1
3019 9 4 10
3020 12 3 9
3021 7 6 8
3022 12 8 3
3023 6 2 6
3024 8 8 1
3025 15 5 8
3026 12 1 2
3027 12 8 1
3028 13 1 3
3029 17 7 2
3030 15 3 1
3031 17 6 9
3032 20 7 2
3033 15 9 5
3034 2 9 4
3035 11 2 8
3036 19 10 10
3037 19 7 8
3038 20 4 2
3039 15 3 3
3040 0 3 0
3041 8 3 2
3042 19 10 10
3043 11 9 3
3044 6 7 1
3045 11 4 6
3046 15 4 5
3047 14 2 8
3048 11 2 1
3049 4 2 7
3050 0 5 5
3051 11 2 10
3052 3 6 7
3053 9 5 10
3054 16 2 10
3055 18 7 9
3056 14 8 10
3057 2 1 9
3058 16 5 1
3059 8 2 1
3060 17 10 2
3061 10 0 1
3062 17 10 10
3063 20 1 5
3064 12 1 1
3065 6 3 10
3066 6 4 7
3067 20 6 3
3068 8 6 7
3069 9 3 1
3070 13 10 0
3071 20 0 0
3072 4 5 0
3073 19 7 10
3074 5 5 4
3075 13 6 10
3076 4 10 7
3077 3 6 8
3078 9 8 1
3079 7 7 3
3080 11 6 9
3081 1 0 4
3082 1 7 0
3083 11 5 0
3084 9 3 7
3085 11 10 1
3086 9 7 4
3087 14 2 7
3088 16 0 7
3089 5 3 2
3090 4 2 1
3091 9 4 9
3092 16 2 7
3093 9 1 2
3094 13 4 7
3095 10 4 5
3096 5 2 5
3097 18 5 1
3098 8 8 1
3099 6 5 1
3100 18 6 1
3101 8 9 1
3102 7 4 0
3103 0 6 8
3104 16 3 6
3105 17 10 2
3106 10 4 8
3107 8 5 1
3108 3 10 9
3109 2 8 3
3110 14 6 4
3111 1 2 8
3112 11 10 3
3113 19 8 3
3114 17 8 5
3115 0 1 2
3116 12 7 8
3117 7 4 8
3118 3 5 4
3119 15 3 8
3120 11 2 2
3121 17 4 0
3122 19 8 6
3123 4 8 5
3124 20 4 6
3125 15 5 6
3126 10 9 9
3127 17 10 2
3128 8 8 1
3129 8 7 8
3130 19 7 0
3131 15 6 5
3132 9 10 9
3133 9 8 1
3134 13 9 9
3135 1 7 1
3136 12 8 8
3137 20 0 10
3138 3 1 8
3139 7 6 7
3140 0 7 7
3141 0 1 4
3142 1 2 10
3143 11 6 5
3144 19 0 8
3145 19 2 8
3146 16 10 0
3147 18 9 10
3148 0 3 10
3149 1 0 7
3150 8 3 0
3151 19 10 4
3152 11 10 0
3153 9 2 1
3154 4 8 1
3155 7 10 2
3156 9 0 10
3157 11 6 10
3158 11 2 6
3159 19 9 1
3160 19 2 6
3161 13 2 7
3162 9 10 1
3163 9 3 7
3164 17 1 2
3165 18 5 0
3166 2 2 4
3167 2 7 10
3168 9 7 5
3169 9 4 6
3170 1 10 7
3171 10 8 3
3172 3 1 7
3173 6 5 3
3174 16 6 1
3175 0 1 2
3176 13 8 4
3177 14 1 9
3178 15 3 4
3179 1 9 6
3180 0 3 0
3181 8 10 1
3182 6 5 3
3183 18 10 6
3184 13 8 7
3185 6 0 7
3186 8 3 9
3187 6 0 5
3188 14 0 10
3189 10 8 3
3190 4 10 2
3191 15 3 5
3192 11 5 4
3193 4 1 5
3194 8 9 9
3195 19 6 1
3196 6 8 8
3197 10 2 0
3198 13 3 4
3199 16 6 3
3200 12 5 3
3201 7 2 1
3202 17 9 4
3203 15 1 2
3204 7 4 7
3205 16 6 9
3206 6 6 8
3207 15 10 9
3208 18 3 8
3209 19 8 8
3210 0 8 4
3211 3 9 1
3212 12 5 4
3213 13 8 9
3214 14 7 1
3215 2 2 8
3216 18 7 10
3217 12 1 3
3218 17 2 6
3219 17 7 7
